Accession Number	Old Classification Number	Title Stroke	Title	Author Stroke	Author	Publisher	Publication Date	Original Title	Summary	Edition	Series	Publication Place	Pages or Duration	Notes	ISBN	Cost	Last Changed	Editor	Verified	Volume	Author Number	Classification Number	Book Type	Format	Media	Translator	Usage	Cataloged Date	Charge	Language
3709	A30602-2	19	羅馬人書綱要	4	王連俊(約翰 )	臺 北 聖 經 研 究 班	1979					台灣	82p			10			FALSE		WAN	227.1071					0		0	國 語
3710	A30602-1	19	羅馬人書綱要	4	王連俊 (約翰)	臺 北 聖 經 研 究 班	1979					台灣	82p			10			FALSE		WAN	227.1071					1		0	國 語
3711	E50008	10	栽培-新約聖經中栽培事工	0	"Moore,Waylon B."	浸 信 會	1971	The New Testment Follow-Up				香港	191p			10			FALSE		MOO	255.5				鄧 溥 年	0		0	國 語
3712	E50004	10	息息不斷的門徒訓練法	0	"Henrichsen, Walter A."	亞 洲 歸 主 協 會	1982	"Disciples Are Made, Not Born"				香港	103p			10			FALSE		HEN	255.3				劉 冰 瑩， 黃 文 祐	0		0	國 語
3713	A40105	7	我的價值	0		香 港 工 業 福 音 團 契	1985					香港	92p			10		香港工業福音團契	FALSE		UNK	243.094					0		0	國 語
3714	A40104	14	福音性研經	20	蘇穎睿 ?蘇劉君玉	基 督 徒 學 生 福 音 團 契	1982				小 組 查 經 叢 書	香港	141p			10			FALSE		SO	243.094					0		0	國 語
3715	A40203	7	初信造就課程(卷四)	20	蘇齊冰	證 道	1988				中 神大 眾 神 學 叢 書	香港	56p			10			FALSE		SO	248.1094					1		0	國 語
3716	E50010	7	你也能造成不一樣	0	"Collins, Gary"	學 園	1994	You Can Make A Difference				台灣	262p.			10			FALSE		COL	255.3				姚 彥 懿	5		0	國 語
3717	A30503	8	使徒行傳註釋	0	"Barclay, William"	文 藝	1989	The Acts of The Apostles			每 日 研 經 叢 書	香港	212p			10			FALSE		BAR	226.507				馬 鴻 述	23		0	國 語
3718	C20176	14	搗出的油-敬虔使徒麥其尼	0	"Bonar, Andrew"	橄 欖	1991	The Life of Robert Murray M'Cheyne			貴 重 器 皿 叢 書 	台灣	171p			10			FALSE		BON	267.3				劉 仰 青	3		0	國 語
3719	E50013	9	建造生命之輪(下)門徒訓練之使徒卓道森	0	"Skinner, Betty Lee"	橄 欖	1993	Daws:The Story of Dawson Trotman Founder of the Navigators				台灣	192p			10			FALSE	Ⅱ	SKI	267.3				林 恂 惠	4		0	國 語
3720	C20178	11	從榮光到榮光	0	An Unknown Christian	橄 欖	1991				靈 命 進 深 叢 書 	台灣	119p			10			FALSE		UNK	248.2				橄 欖 翻 譯 小 組	1		0	國 語
3721	E10016	6	如何自我成長	0	"Dunnam,Maxie;McCullough Donald;MacDonald Gordon"	主 日 學	1993	Mastering Personal Growth				台灣	258p			10			FALSE		DUN	253.2				柯 美 玲	2		0	國 語
3722	C20180	13	損中得益	0	"Christenson, Evelyn"	學 園	1992	Gaining Through Losing				台灣	205p			10			FALSE		CHR	248.2				蔡 耀 明 ， 廖 愛 華	10		0	國 語
3723	A30409	8	來得生命(約翰福音1-12章)	0		播 道 會	1985	Studies in John1-12				香港	189p			10			FALSE	Ⅰ		226.4095					2		0	國 語
3724	A30410	11	這就是愛(約翰福音13-21章 )	0		播 道 會	1985	Studies in John13-21				香港	186p			10			FALSE			226.4095					0		0	國 語
3725	E50007	6	有效的栽培工作	0	"Kuhne, Gary"	種 籽	1979	The Dynamics of Personal Follow-Up				香港	214p			10			FALSE		KUH	255.5				杜 靜 儀	1		0	國 語
3726	E50006-1	6	有效的門徒訓練	0	"Kuhne, Gary W."	種 籽	1982	The Dynamics of Discipleship Training																						
																														
"香 港"""	158p			10			FALSE		KUH	255.3				湖 班	1		0	國 語												
3727	E50005	7	門徒訓練精選	0	"Hanks, Billie Jr. & Shell,William A."	種 籽	1982	Discipleship:The Best Writings				香港	182p			10			FALSE		HAN	255.3				黃 忠	1		0	國 語
3728	C20109	4	天路歷程	5	本仁約翰	道 聲	1985					台灣	142p			10			FALSE		BRI	248.2				林 燕 珠 ， 牟 善 英	23		0	國 語
3729	A50009	13	聖經人物	11	寇世遠	天 聲	1987					台灣	234p			10			FALSE		KOU	220.92					4		0	國 語
3730	E50011	5	"主,真是你嗎？-康寧漢和青年使命團的故事"	0	"Cunningham,Loren & Kogers,Janice"	橄 欖	1993	"Is That Really You,God?"			當 代 生 命 見 證 叢 書 	台灣	211p			10			FALSE		CUN	291				王 小 玲	5		0	國 語
3731	A30502	8	使徒行傳-增長小組手冊	0		人 光	1981				信 徒 什  一 增 長 資 料	台灣	159p			10		陳道雄	FALSE			226.5094					4		0	國 語
3732	A30407	9	約翰福音(丁道爾新約註釋)	0	"Tasker, R.V.G."	證 道	1982	The Gospel According to St.John				香港	187p.			10			FALSE		TAS	226.407				吳  羅 瑜	8		0	國 語
3733	A30609-1	19	羅馬書註釋	0	"Barclay, William"	基 文	1991	The Letter to the Romans			每 日 研 經 叢 書	香港	264p			10			FALSE		BAR	227.107				周 郁 晞	8		0	國 語
3734	E50006-2	6	有效的門徒訓練	0	"Kuhne, Gary W."	種 籽	1982	The Dynamics of Discipleship Training																						
																														
"香 港"""	158p			10			FALSE		KUH	255.3				湖 班	3		0	國 語												
3735	E10017	21	屬靈領袖	0	"Sanders, Oswald J."	證 主	1984	Spiritual Leadership (revised Edition)				香港	198p			10			FALSE		SAN	255.3				彭 道 川	1		0	國 語
3736		11	教會增長的秘訣	8	林道亮	華 神	1985					台灣	60p			10			FALSE		LIN	255					1		0	國 語
3737	A30604	11	脫胎換骨	0	"Kuhatschek, Jack"	校 園	1986	Romans:Becoming New in christ				台灣	91p			10			FALSE		KUH	227.1094				柳 惠 容	0		0	國 語
3738	A30613	13	新約卷釋(羅馬書)	0	"Blaiklock, E.M."	讀 經 會  (香 港 )	1989	Understanding the New Testament-Romans			每 日 讀 經 材 料 ， 進 深 用	香港	89p			10			FALSE		BLA	227.107				周 建 華	0		0	國 語
3739	I10002	4	心靈的共鳴	0	"Wright,Rusty & Wright,Linda"	學 園	1990	Secret of Sucecssful Humor				台灣	233p			10			FALSE		WRI	249.2				周 肅 宏 ； 蘇 妍 姿	10		0	國 語
3740	A30603	9	信徒自修查經課程-羅馬書	15	劉志良	角 聲	1989					香港	0			10			FALSE		LAU	227.1094					1		0	國 語
3741	A30301	2	人子耶穌-路加福音	15	蔡張敬玲	證 道	1983					香港	193p			10			FALSE		CAI	226.3094					1		0	國 語
3742	A30102	11	基督生平(下)	12	焦源濂 																									
																														
"焦 源 濂"""	校 園	1991					台灣	778p			10			FALSE	Ⅱ	JIA	226					0		0	國 語					
3743	A30101	11	基督生平(下)	12	焦源濂	校 園	1991					台灣	778p			10			FALSE	Ⅰ	JIA	226					11		0	國 語
3744	A30111	3	山上寶訓的研究	8	周天和	道 聲	1989	道 聲 神 學 教 育 叢 書				香港	482p.			10			FALSE		ZHO	226.63					3		0	國 語
3745	G20043	4	夫妻之愛	0	Ed Wheat M.D.	大 光	1992	Love Life For Every Married Couple				台 灣	296p.		9575160258	10			FALSE		WHE	249.13				嚴彩繡	10		0	國 語
3746	G20044	13	新婚之愛	0	Ed Wheat	校園	1992	The First Year of Forever				台 灣	259p		9575872932	10			FALSE		WHE	249.13				何美玲	5			國 語
3747	G20014	3	丈夫的畫像	0	Dean Merrill	中信	1983	The Husband Book				台 灣	214p			10			FALSE		MER	249.1				金多新	1			國 語
3748		10	借鏡	4	王明道	浸  宣	1978				王 明 道 文 庫	臺灣	416p			10		王正中	FALSE	6	WAN	248.2					1		0	國 語
3749	C20050	16	衛道	4	王明道	浸宣	1978				王 明 道文庫	臺灣	421p			10		王正中	FALSE	7	WAN	248.2					1		0	國 語
3750	C20034	4	日新月異	15	劉宗楠／蘇玉真	浸 宣	1976					臺灣	248p			10			FALSE		LIO	248.2					0		0	國 語
3751	G40008	3	女性的光輝	10	唐佑之	證主	1990					香港	188p		926406000	7.8			FALSE		TAN	249.132					6			國 語
3752	G30007	8	青年人生階段	10	桑安柱	甘霖出版社	1974					香港	209p			5			FALSE		SON	250.13					5			國 語
3753	G40009	6	如何展現你的內在美	0	Joyce Landort	大光	1990	The Fragrance of Beauty				台灣	115p		9971965232	5.95			FALSE		LAN	249.132				林麗雪	4			國 語
3754	G40010	7	作男人的藝術	0	J.Allan Petersen	證道	1990	For Man Only				台灣	265p			10			FALSE		PET	249.131				嚴彩秀	9			國 語
3755	G40012-2	4	中年的危機與轉機	10	晏涵文／周神助	校園	1993					台灣	118p		9575873645	10			FALSE		ZHO	250.14					0			國 語
3756	G10012	11	婚前預備	11	莊文生	天恩	1985					台灣	96p		9622020046	10			FALSE		ZHU	249.12					3			國 語
3757	G30036	10	家庭性教育	0	Mary Ann Mayo	大光	1987	Parent's Guide to Sex Education				台灣	183p			6.95			FALSE		MAY	249.141				施寄青	3			國 語
3758	G20042	12	無悔的一生	0	H Norman Wright	學園	1990	So You're Getting Married				台灣	249p		9579483213	10			FALSE		WRI	249.13				汪華	9			國 語
3759	G20025	12	款款深情-- 夫妻溝通秘訣	0	Judson Swihart	校園	1987	How Do You Say 'I Love You'				台灣	139p			4.25			FALSE		SWI	249.13				許一琴，楊珍	4			國 語
3760	G30023	6	至愛吾家	0	Gorden MacDonald	基督書樓	1992	There's No Place Like Home				香港			9624570221	10			FALSE		MAC	249.14				尹潤芳	2			國 語
3761	G20026	6	如何抓住你妻子的心	0	"Ghay Smalley,Steve Scott"	橄欖	1990	If Only He Knew				台灣	202p		9575560728	10			FALSE		SMA	249.13				文素梅	2			國 語
3762	G10004	7	那特別的一個	12	馮煒文	種籽	1976					香港	66p.			10			FALSE		FUN	249.11					3		0	國 語
3763	G20015	9	建立幸福的家庭	15	鄭連德	三一	1981				生命線專欄(4)	台灣	201p.			10			FALSE		ZHE	249.1					1		0	國 語
3764	G20013	11	基督徒與婚姻	4	王明道	宣道	1967					香港	130p			10			FALSE		WAN	249.1					0		0	國 語
3765	G20012	7	更上一層樓	0	Dr Henry Brandt / Phil Landrum	主日學	1981	I want My Marriage to Be Better				台灣	194p			10			FALSE		BRA	249.1					0		0	國 語
3766	G20011	11	頂天立地	0	Gini Andrews	校園	1979	Sons of Freedom				台灣	253p			10			FALSE		AND	249.131					1		0	國 語
3767	G10006	9	致偉立書	0	Charlie W. Shedd	證道	1987	Letters to Philip				香港	191p			10			FALSE		SHE	249				余丹	1		0	國 語
3768	G10007	9	致嘉蘭書	0	Charli W. Shedd	證道	1989	Letters to Karen				香港	180p			10			FALSE		SHE	249.12				蔣黃心湄	6		0	國 語
3769	G30021	9	怎樣做現代父母	11	郭嘉川	主日學	1988					台灣	185p			10			FALSE		GUO	249.14					8		0	國 語
3770	G30019	1	一樣的愛 -- 從主愛談反哺	0	Chua Wee Hian	校園	1991	Dear Mum and Dad				台灣	154p		9575871774	4.95			FALSE		CHU	249.14				吳秀蘭	2		0	國 語
3771	G30020	7	把愛找回來	0	Debbie Barr	天恩	1989	Caught in the Crossfire				台灣	223p		9579466068	10.95			FALSE		BAR	249.15				黃友玲	2		0	國 語
3772	G30029	8	青苗茁壯	0	Jay Kesler	基 道	1980	Raising Responsible Kids				香港	0			7.5			FALSE		KES	249.14				劉淑儀	1		0	國 語
3773	G10001	11	婚前準備與輔導	13	葉高方	道聲	1980					香港	253p.			80			FALSE		YE	249.12					4		0	國 語
3774	G10010-b	11	婚前之盟 -- 婚前輔導課程(預習本)	20	蘇穎智	證道	1989					香港	65p		9622025781	8.4			FALSE		SO	249.12					2		0	國 語
3775	G10010-a	13	盟誓之前-- 婚前輔導課程(講義本)	20	蘇穎智，蘇李一慧	證道	1989					香港	143p			8.4			FALSE		SO	249.12					1		0	國 語
3776	1240	6	如果時光倒流，容我 ...	0	John Daescher	主日學	1980	If I Were Starting My Family Again...				台灣	78p			10			FALSE		DAE	249.1				周天麒	1		0	國 語
3777	G20007-3	6	如何建立甜蜜溫馨的家庭	0	Howard G Hendricks	大光	1994	Heaven Help the Home				台灣	150p			6.25			FALSE		HEN	249.1				金培文	2		0	國 語
3778	G20007-2	6	如何建立甜蜜溫馨的家庭	0	Howard G. Hendricks	大光	1987	Heaven Help the Home				台灣	150p			10			FALSE		HEN	249.1				金培文	1		0	國 語
3779	G20034	10	家庭問題心理輔導	0	"Gary R Collins, Ph. D"	大光	1991	Developmental Family Issues Counseling				台灣	151p		9579059020	6.95			FALSE		COL	249				張鈞／吳際平	0		0	國 語
3780	G20035	10	家庭問題心理輔導	0	"Gary R Collins, Ph. D"	大光	1991	Developmental Family Issues Counseling				台灣	151p		9579059020	6.95			FALSE		COL	249				張鈞／吳際平	0		0	國 語
3781	G20037	14	精彩的基督化家庭	20	蘇文隆	校園	1993					台灣	298p		9627409278	10.95			FALSE		SU	249					4		0	國 語
3782	G20036	8	幸福園	17	簡春安	宇宙光	1991					台灣	230p		9579695423	6.3			FALSE		CCA	249					9		0	國 語
3783	G20038	12	閏房之樂	0	Ed Wheat M.D. Graye Wheat	主日學	1982	Intended for Pleasure				台灣	313p			10			FALSE		WHE	249.13				陳永成／嚴彩秀	2		0	國 語
3784	G20040	4	夫妻相處之道	0	H.Norman Wright	大光	1990	More Communication Keys for Your Marriage				台灣	274p		9579059098	10			FALSE		WRI	249.13				何美玲	6		0	國 語
3785	G20031	6	同心同行	12	游宏湘	中信	1984					台灣	177p			3.95			FALSE		YOU	249					3		0	國 語
3786	G20030	19	譜出第二章	0	Carole Sanderson Streeter	主日學	1989	Finding Your Place After Divorce				台灣	193p		9575500008	10			FALSE		SAN	249.15				謝京蔡	0		0	國 語
3787	G20028	6	如何向丈夫傳福音	0	Jo Berry	大光	1989	Beloved Unbeliever				台灣	215p			10			FALSE		BER	249.13				卓芬珠	4		0	國 語
3788	G20050	11	婚日	20	蘇文峰	使 者	1992				使者文選 1	美國	242p		1882324013	7.5			FALSE		SU	249.1					3		0	國 語
3789	G020053	11	教牧看今日離婚問題	15	蔡仁傑	橄欖	1986					台灣	101p			4.25			FALSE		CAI	249.15					2		0	國 語
3790	G20049	2	人生四部曲	20	蘇文峰	校園	1992				使者文選 2	台北	230p		1882324021	7.5			FALSE		SU	249.1					7		0	國 語
3791	G20047	11	野花真比家花香	0	J Allan Petersen	橄欖	1993	The myth of the Greener Grass				台灣	217p		9575560302	8.95			FALSE		PET	249.15				周環環	7		0	國 語
3792	G20004	7	更深的合一-- 基督徒的婚姻關係	0	Wayne Mack	天道	1986	How to Develop Deep Unity in the Marriage Relationship				香港	163p			10			FALSE		MAC	249.1				何潔瑩	0		0	國 語
3793	G40006	15	寫給主的女兒	0	Eugenia Price	種籽	1986	Woman to Woman				香港	199p		9622301088	5.5			FALSE		PRI	249.132				馮智玲	3		0	國 語
3794	G40007	3	女人 ，上帝愛你	0	Gien Karssen	主日學	1985	Getting the Most Out of Being Single				台灣	208p			10			FALSE		KAR	249.132				魏芳婉	8		0	
3795	G30006	14	管與教	0	Dr. James Dobson	証道	1983	Dare to Discipline				香港	183p		9622020291	10			FALSE		DOB	249.14				羅黃振池	1		0	國 語
3796	G30030	11	教養青少年的十大錯誤	0	Jay Kesler	大光	1993	The Mistakes Parents Make With Teenagers				台灣	177p		9575161467	10			FALSE		KES	249.14				黃友玲	22		0	國 語
3797	G30001	17	璞玉待琢，給青少年輔導	0	Wayne Rice	校園	1985	Junior High Ministry				台灣	128p			10			FALSE		RIC	250.12				吳碧霜	2		0	國 語
3798	G20048	3	丈夫未信主怎麼辦？	0	Linda Davis	橄欖	1993	How to Be the Happy Wife of an Unsaved Husband				台灣	129p		9575560140	6			FALSE		DAV	249.13				鄭洬君	6		0	國 語
3799	G10008	11	婚前輔導	0	H. Norman Wright	佳音	1982	Premarital Counseling				香港	262p			7			FALSE		WRI	249.12				何潔瑩	0		0	國 語
3800	G20010-1	14	促進婚姻美滿的成長協談	0	"Howard J. Clinebell, Jr."	大光	1978	Growth Counseling for Marriage Enrichment				台灣	93			10			FALSE		CLI	249.1				陳士林	0		0	國 語
3801	G10015	8	性 愛 ， 友 誼	0	Joyce Huggett	校園	1993	Just Good Friends				台北	208p		9575873793	10			FALSE		HUG	249.11				章福鄉	4		0	國 語
3802	G10011	5	另 一 半 的 選 擇	0	Dr. William S. Deal	大光	1983	Picking a Partner				台灣	90p			10			FALSE		DEA	249.11				廖愛華	4		0	國 語
3803	G20055	8	幸 福 人 生 小 百 科	0	James Dobson	大光	1990	Dobson Answers Your Question				台北	626p			10			FALSE		DOB	249.1				馬長生／高鈺	4		0	國 語
3804		4	夫 妻 溝 通 技 巧	0	H. Norman Wright	大光	1990	Communication: Key to Your Marriage				台北	244p			10			FALSE		WRI	249.13				柯美玲	6		0	國 語
3805	G20020	4	夫 妻 生 活	10	高 見 澤 潤 子	教 會 公報	1973					台 灣	173p			10			FALSE		GAO	249.13				楊森富	0		0	國 語
3806	G20019	20	繼 ： 為 誰 而 愛	11	曾 野 凌 子	教 會 公 報	1972					台 灣	173p			10			FALSE		ZEN	249.13				朱佩蘭	1		0	國 語
3807	G20024	11	堅 軔 的 愛 -- 婚 姻 危 機 中 的新希望	0	Dr. Lames Dobson	大光	1989	Love Must Be Tough				台灣	260p			10			FALSE		DOB	249.15				高鈺	5		0	國 語
3808	G10002	11	婚 前 應 作 的 準 備	0	David R. Mace	文 藝	1982	Getting Ready for Marriage				香港	116p			10			FALSE		MAC	249.12				張宜鈞	0		0	國 語
3809	G10005	7	男 女 有 別	7	何 潔 貞	突破	1989					香港	160p			10			FALSE		HE	249.17					6		0	國 語
3810	G20018	9	美 滿 姻 緣 -- 婚 前 婚 後 的成長輔導	0	Howard Clinabell Jr	道聲	1989	Growth Counseling for Marriage Enrichment				香港	104p		9263800223	7.95			FALSE		CLI	249.12				陸秀雲	0		0	國 語
3811	G10014	9	約 會 高 手	0	Doug Fields / Todd Temple	大光	1988	Creative Dating				台北	150p			10			FALSE		FIE	249.11				何美玲	3		0	國 語
3812	G20027	6	如 何 抓 住 你 丈 夫 的 心	0	Gary Smalley/Steve Scott	橄欖	1991	For Better or For Best				台灣	210p			7.6			FALSE		SMA	249.13				文素梅	6		0	國 語
3813	G30031	12	媽 媽 能 做 甚 麼？	0	Judy Downs Douglass	學園	1994	What Can Mother Do?				台灣	239p		9579483957	11.15			FALSE		DOU	249.14				彭海燕	5		0	國 語
3814	G30010	4	父 母 與 子 女 的 心 理 衛 生	9	柏 本 昭	教 會 公報	1975				現代家庭叢書 (9)	台 灣	238p			10			FALSE		BO	249.14				楊森富	3		0	國 語
3815	G30024-2	12	給 他 們 時 間 長 大	20	蘇 文 峰	校園	1992				使者文選 (3)	台北	144p			5.5			FALSE		SU	249.14					1		0	國 語
3816	G30024-1	12	給 他 們 時 間 長 大	20	蘇 文 峰	校園	1992				使者文選 (3)	台北	144p			5.5			FALSE		SU	249.14					2		0	國 語
3817	G30025	6	如 何 讓 父 母 了 解 我	0	Gregg Lewis & Tim Stafford	大光	1989	You Call This a Family?				台北	215p			8.75			FALSE		LEW	249.14				李莎	3		0	國 語
3818	F10030	7	走 窄 路 -- 王 明 道 真 實 故 事	0	Brother David	基道	1990	Walking The Hard Road - Wang Ming Tao				香港	91p			3.5			FALSE		DAV	245				Luke Yu	5		0	國 語
3819	G30008-3	6	如 何 培 育 健 全 的 下 一 代	0	"La Haye, Bervely"	主日學	1971	How To Develop Your Child's Temperament				台灣	249p			10			FALSE		LHA	249.14				白陳毓華等	8		0	國 語
3820	G30003	1	一 家 之 主	0	Gordon MacDonald	主日學	1979					台灣	235p			10			FALSE		MAC	249.14				黃美美	3		0	國 語
3821	G30005	9	怎 麼 辦 ？  兒 女 的 性 問 題	0	Jill Renich	主日學	1976	Developing a Wholesome Sex Attitude in Children				台 灣	58p			10			FALSE		REN	249.141				金培文	1		0	國 語
3822	G30002	9	為 甚 麼 兒 童 會 有 不 良 行 為	0	Bruce Narramore	大光	1984	Why Children Misbehave				台灣	157p			10			FALSE		NAR	249.14				白漆成，胡美華	1		0	國 語
3823	G30009	13	愛 的 雕 琢 -- 如 何 作 成 功 的 父 母	6	竹 君	宣道	1990					香港	197p			8.8			FALSE		QIU	249.14					7		0	國 語
3824	G30009-2	13	愛 的 雕 琢 -- 如 何 作 成 功 的 父 母	6	竹 君	宣道	1990					香港	197p			8.8			FALSE		QIU	249.14					7		0	國 語
3825	G30014	6	如 何 愛 你 的 孩 子	0	Ross Campbell	大光	1990	How to Really Love Your Child				台灣	149p		9579059491	6.3			FALSE		CAM	249.14				白漆成／胡美華	8		0	國 語
3826	G30014-2	6	如 何 愛 你 的 孩 子	0	Ross Campbell	大光	1990	How to Really Love Your Child				台灣	149p		9579059491	6.3			FALSE		CAM	249.14				白漆成／胡美華	4		0	國 語
3827	F10039	6	行 過 了 死 蔭 的 幽 谷	4	王 國 顯	晨星	1989					香港	160p		9623660295	4.5			FALSE		WAN	245					5		0	國 語
3828	F10041	1	一 張 東 方 臉 的 孩 子	12	張 邵 伯 利	校園	1988					台灣	100p			10			FALSE		CHA	245					4		0	國 語
